NO,TITLE,REFRENCE NO. ,DATE,URL LINK,Keyword/s,Category,Responsible Office
593,"Request for verification on the legality of an Order dated February 1, 2017, issued by Mayor Madelaine Yorobe Alfelor, City of Iriga.",LO-11s2017,06/07/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201776_82cb5707c8.pdf,verification on the legality,,
592,"Requesting intervention in putting into effect DILG Opinion Nos. 50, s. 2015 and 14 s, 2016",LO-012s2017,25/08/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017825_6ff9ece49c.pdf,"DILG Opinion Nos. 50, s. 2015 and 14 s, 2016",,
591,"Requesting for legal opinion regarding PB Robert Valmores position, him being in cuncurrently in jail while the case against him is still pending?",LO-013s2017,25/08/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017825_9184012190.pdf,cuncurrently in jail,,
590,Requesting legal opinion on the legality of the status of a Barangay Kagawad who was appointed as a Fish Warden for a Marine Protected Area is the same barangay,LO-014s2017,25/08/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017825_944cea8062.pdf,Fish Warden for a Marine Protected Area,,
589,Requesting legal opinion on several issues in connection with his plan to the transfert the City Hall to a new site.,LO-015s2017,25/08/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017825_0b040775e2.pdf,transfert the City Hall,,
588,Whether or not the Valenzuela City Government may put up a Blood bank to be financed by the Local Disaster Risk Reduction and Management Fund (LDRRMF),LO-016s2017,25/08/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017825_4d5644d73c.pdf,Local Disaster Risk Reduction and Management Fund,,
587,"Requesting clarification/legal opinion on the functions of the Local Government Unit (LGUs) in regulating and monitoring the pratice of Message Therapy in the country in relation to the provisions of Presidential Decree No. 856 or ""Code on Sanitation of the Philippines"".",LO-017s2017,25/08/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017825_cf9e9557f5.pdf,Message Therapy,,
586,"Does the implementation of the suspention order covered by the 90-day period set by Section 62 of the LGC which prohibits Orders of Preventive Suspension from the Sangguniang Panlalawigan, Sangguniang Panlungsod and Sannguniang Bayan to be implemented?",LO-018s2017,25/08/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017825_2bc6e0f6fd.pdf, prohibits Orders of Preventive Suspension,,
585,Requesting assistance on the filling-up of the position in the Sangguniang Bayan as a result of the previou,LO-019s2017,11/10/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171011_077e95ea2e.pdf, filling-up of the position,,
584,"For clarification on who is legal mayor of Mahayag, Zambo del Sur and at the same time, requesting assistance and/ or order for the acting mayor to step down on the ground that the preventive suspension order previously issued against him could not yet given force and effect in view of the onset of the 90-days prohibited period under Section 62(c) of the LGC of 1991.",LO-020s2017,11/10/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171011_247451f264.pdf,ground that the preventive suspension,,
583,Does the prohibition (to practice a profession) include Punong barangay who are chief executives of LGU's?,LO-021s2017,11/10/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171011_6c20fd3e83.pdf, Punong barangay who are chief executives ,,
582,Requesting opinion on what is the legal basis for the conduct of the annual State of the City Address?,LO-022s2017,11/10/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171011_54d03e1f9e.pdf,annual State of the City Address,,
581,Seeking for clarificatiion re: Updated Guidlines on the Approriation and Utilization of the Twenty Percent (20%) of the Annual internal revenue Allotment (IRA) for Development projects.,LO-023s2017,11/10/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171011_e208d30f68.pdf,Updated Guidlines on the Approriation and Utilization,,
580,"Filed an application (with complete requirements) for business permit for the operation of cable TV services but no business permit been issued on the ground that he did not obtain the endoresement of the Sagguniang Panlungsod as the latter, alegedly, is empowered to enact ordinances granting franchises.",LO-024s2017,11/10/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171011_eef926bdd1.pdf,enact ordinances granting franchises.,,
579,Requesting opinion on the proper procedure in the sanggunian and matters that will be included in the agenda of the sanggunian.,LO-025s2017,11/10/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171011_8919ceb6e6.pdf,proper procedure in the sanggunian,,
578,Requesting to have local government unit (LGU) be deputized as the Cooperative Development Authority (CDA) local counterpart.,LO-026s2017,11/10/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171011_5bc9420886.pdf, Cooperative Development Authority,,
577,"Requesting for legal opinion on the propriety of the Order dated 03 August 2017 of the Sangguniang Panlalawigan of Cagayan implementing the Decision reinstating Hon. Ting as Punong Barangay of Centro 7, Tuguegarao City, Cagayan.",LO-027s2017,24/11/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171124_f7691d6ccd.pdf,implementing the Decision ,,
576,Requesting for the Department's legal opinion on the withholding of his monthly honorarium for not attended any sangguniang session and meeting because of his received serious threats against his life due to the elleged involment with the illegal drug trade.,LO-028s2017,24/11/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171124_36a6f0e4c1.pdf,monthly honorarium for not attended ,,
575,Requesting legal opinion on whether he could not continue to discharge the duties and functions of Punong Barangay even after 12 August 2017.,LO-029s2017,24/11/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171124_0121d806a8.pdf,Punong Barangay even after 12 August 2017,,
574,Requesting legal opinion on whether the provincial government has the power to set tariffs for the provision of used water services within its jurisdiction and whether Local Government Units (LGUs) has the power to approve used water tariff.,LO-030s2017,24/11/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-20171124_34fc088bce.pdf,Local Government Units ,,
573,Practice of profession by a Provincial Vice Governor,LO_033s2017,01/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201821_e390c449c9.pdf,Provincial Vice Governor,,
572,Approval of Supplemental budget without the signature of the LCE,LO-032s2017,01/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201821_25e794abb6.pdf,Approval of Supplemental budge,,
571,Practice of profession by a Punong Barangay,LO-031s-2017,01/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201821_2f911c090f.pdf,Punong Barangay,,
570,Request for the Department's Legal Opinion on whether a Sangguniang Bayan Member who is also a Licensed Civil Engineer may practice his / her Profession,LO-001s2018,02/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201822_4676435676.pdf,Licensed Civil Engineer,,
569,Legal Opinion on whether the Municipal Administrator who is tasked to man the office may officiate or conduct a marriage ceremony in the absence of the Mayor,LO-002s2018,02/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201822_f5d8eb3496.pdf, Municipal Administrator ,,
568,Request of a Sangguniang Panlungsod Member for the SILG to issue the former an authority to practice his profession,LO-003s2018,02/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201822_1fb5098ce2.pdf,Sangguniang Panlungsod Member,,
567,"Request for the Department's Legal Opinion regarding the continued physical absence of mayor-elect Bryan Reganit, Municipality of Maitum, Sarangani Province",LO-004s2018,02/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201822_65a5e72d1f.pdf,Department's Legal Opinion,,
566,"Legal Opinion on the status of Municipal Ordinance No. 2, S. 2017, Entitled, "" An Ordinance approving the Waterworks in the Municipality of Magdiwang and creating the Magdiwang Waterworks Department (MWD) and providing Funds thereof """,LO-005s2018,02/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201822_b472fb1687.pdf,"Municipal Ordinance No. 2, S. 2017",,
565,"Request from the Municipality of Nueva Era, Ilocos Norte for the OIC, DILG to order the Regional Director of DILG Region 1 and Provincial Director of DILG Ilocos Norte to implement the Sangguniang Panlalawigan Order on Boundary Dispute 104 cognizant to Supreme Court En Banc decision under G.R. No. 169435 Re: Transfer of political jurisdiction from Brgy. Cacafean and parts of Barangay Ferdinand and Elizabeth, Marcos to Political Jurisdiction of Nueva Era, Ilocos Norte",LO-007s2018,02/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201822_684e8a2321.pdf,G.R. No. 169435,,
564,"Request for Clarification on the DILG Legal Opinion No. 15, S.2014 of Saul A. Establecida, Secretary to the Sangguniang Bayan, Burdeos, Quezon",LO-008s2018,02/02/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201822_f727fa6d45.pdf,"DILG Legal Opinion No. 15, S.2014",,
563,Legal Opinion on the Increase of Salary of Job Order and Casual Employees,LO-009s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_129a6a425a.pdf,Increase of Salary of Job Order ,,
562,"Request of Acting Mayor Antonio P. Yapha, Jr., of Toledo City, Cebu to allow him to practice his profession as a surgeon/physician",LO-010s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_ac9aee38fa.pdf,profession as a surgeon/physician,,
561,Request for the Department's Legal Opinion on the Powers and Functions of the Executive Committee of a Provincial Development Council,LO-011s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_dbeb4c01fb.pdf,Provincial Development Council,,
560,"Legal Opinion on the application of the DILG-DTI-DICT JMC no. 01 s. 2016 ""Revised Standards in processing Business Permits and Licenses in all Cities and Municipalities"" relative to a request for revocation/non-renewal of a Business Permit issued to Unitop General Merchandise, Inc.",LO-012s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_502925e712.pdf,DILG-DTI-DICT JMC no. 01 s. 2016,,
559,"Request for the Department's Legal Opinion regarding the donation of roads, alleys, sidewalks and open spaces of Ayala Alabang Village in favor of the City of Muntinlupa",LO-013s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_f2913239ec.pdf,"donation of roads, alleys, sidewalks ",,
558,"Request for Legal Opinion of Mayor Cristina C. Diaz of San Mateo, Rizal on the power of the Sangguniang Panlalawigan to review ordinances of component municipalities under Section 56 of the Local Govenment Code (LGC) of 1991",LO-014s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_49dc2a6b45.pdf,Section 56 of the Local Govenment Code ,,
557,Request for the Department's Legal Opinion on the validity of the Balibago Waterworks Memorandum of Agreement (MOA) and the Authority of the City Government of Mati to enter the same despite the non-passage and disapproval of the said city's Water Investment Plan,LO-015s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_67c727e43d.pdf,Waterworks Memorandum of Agreement ,,
556,"Request for Legal Opinion relative to the assumption of Mr. Roberto S. Duclan as Punong Barangay (PB) of Maguyepyep, Sallapadan, Abra after being finally declared as the winner by the Commission on Elections (COMELEC) in the 28 October 2013 Barangay Elections",LO-016s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_ca1128761f.pdf,winner by the Commission on Elections,,
555,Legal Opinion on whether a 4th Class Municipality is obliged to grant allowances to National Government Employees assigned/detailed in a Local Government Unit,LO-017s2018,12/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018312_2f6bd6d1b5.pdf, 4th Class Municipality,,
554,Legal Opinion on Whether the City Government of Iloilo has the Power to Grant a Water and Sanitation Franchise,LO-018s2018,21/03/2018,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2018321_928bc3a113.pdf,City Government of Iloilo,,
